,BA.1,BA.2,BA.3,BA.4,BA.5
BA.1,0.0,0.014181765847913986,0.007596172428384363,0.04112733479201351,0.04997611552011768
BA.2,0.014181765847913986,0.0,0.01564830788678225,0.03948635520718281,0.048613853119533
BA.3,0.007596172428384363,0.01564830788678225,0.0,0.11335687463514907,0.12267994337426776
BA.4,0.04112733479201351,0.03948635520718281,0.11335687463514907,0.0,0.007248347355882707
BA.5,0.04997611552011768,0.048613853119533,0.12267994337426776,0.007248347355882707,0.0
