,BA.1,BA.2,BA.3,BA.4,BA.5
BA.1,0.0,0.006034099343456726,0.036053297945797105,0.021479143958362885,0.03065407427735732
BA.2,0.006034099343456726,0.0,0.021227699285072607,0.013422650901771306,0.02038948396459255
BA.3,0.036053297945797105,0.021227699285072607,0.0,0.016467601218081995,0.03242081528579914
BA.4,0.021479143958362885,0.013422650901771306,0.016467601218081995,0.0,0.006966833062821257
BA.5,0.03065407427735732,0.02038948396459255,0.03242081528579914,0.006966833062821257,0.0
