,BA.1,BA.2,BA.3,BA.4,BA.5
BA.1,0.0,0.014727338443310882,0.007059369781431699,0.051088170936499214,0.05514745096339241
BA.2,0.014727338443310882,0.0,0.01264428359434986,0.03973151777149785,0.043406617804437324
BA.3,0.007059369781431699,0.01264428359434986,0.0,0.053642543018103686,0.05070813125381704
BA.4,0.051088170936499214,0.03973151777149785,0.053642543018103686,0.0,0.0016858789235042985
BA.5,0.05514745096339241,0.043406617804437324,0.05070813125381704,0.0016858789235042985,0.0
