,BA.1,BA.2,BA.3,BA.4,BA.5
BA.1,0.0,0.013783825560606054,0.006593148282031529,0.051011675663075066,0.05503193463270595
BA.2,0.013783825560606054,0.0,0.011920714017523327,0.040427349306333016,0.044116148731820404
BA.3,0.006593148282031529,0.011920714017523327,0.0,0.053936447634495746,0.05062004939511678
BA.4,0.051011675663075066,0.040427349306333016,0.053936447634495746,0.0,0.0014987662167878077
BA.5,0.05503193463270595,0.044116148731820404,0.05062004939511678,0.0014987662167878077,0.0
