,BA.1,BA.2,BA.3,BA.4,BA.5
BA.1,0.0,0.01472726696965645,0.007059369781431699,0.051088170936499214,0.05514745096339241
BA.2,0.01472726696965645,0.0,0.012644158754857094,0.032840173221995554,0.03629107690471485
BA.3,0.007059369781431699,0.012644158754857094,0.0,0.053642543018103686,0.05070813125381704
BA.4,0.051088170936499214,0.032840173221995554,0.053642543018103686,0.0,0.0031533037725528954
BA.5,0.05514745096339241,0.03629107690471485,0.05070813125381704,0.0031533037725528954,0.0
