,BA.1,BA.2,BA.3,BA.4,BA.5
BA.1,0.0,-0.006090006162460098,-0.00829064662268175,-0.03400605993419523,-0.034211834080010176
BA.2,0.006090006162460098,0.0,9.347218748016127e-05,-0.03036388351609272,-0.02865930459409645
BA.3,0.00829064662268175,-9.347218748016127e-05,0.0,-0.048481899816988416,-0.030795353263574732
BA.4,0.03400605993419523,0.03036388351609272,0.048481899816988416,0.0,0.0024768741474455727
BA.5,0.034211834080010176,0.02865930459409645,0.030795353263574732,-0.0024768741474455727,0.0
