,BA.1,BA.2,BA.4,BA.5
BA.1,0.0,-0.012892028023247026,-0.05574900300812084,-0.07260062413571289
BA.2,0.012892028023247026,0.0,-0.039434230050384406,-0.05116850971100665
BA.4,0.05574900300812084,0.039434230050384406,0.0,-0.01173427966062223
BA.5,0.07260062413571289,0.05116850971100665,0.01173427966062223,0.0
