,BA.1,BA.2,BA.3,BA.4,BA.5
BA.1,0.0,-0.0037290020553517236,-0.0020406652833486723,-0.040762137940674716,-0.04976998501013344
BA.2,0.0037290020553517236,0.0,0.007635185950811956,-0.03597264540613355,-0.044326147929672356
BA.3,0.0020406652833486723,-0.007635185950811956,0.0,-0.10587577816943383,-0.11738947689187051
BA.4,0.040762137940674716,0.03597264540613355,0.10587577816943383,0.0,-0.007080679487729753
BA.5,0.04976998501013344,0.044326147929672356,0.11738947689187051,0.007080679487729753,0.0
