Alpha,Beta,Delta,Omicron
0.0,0.0734306231143031,0.0830840032103726,0.1508937434899157
0.0734306231143031,0.0,0.0096533800960695,0.0774631203756126
0.0830840032103726,0.0096533800960695,0.0,0.0678097402795431
0.1508937434899157,0.0774631203756126,0.0678097402795431,0.0
