Alpha,Beta,Delta,Omicron
0.0,0.0003928695833222,0.0236634418948634,0.0958201942084317
0.0003928695833222,0.0,0.0232705723115412,0.0954273246251095
0.0236634418948634,0.0232705723115412,0.0,0.0721567523135683
0.0958201942084317,0.0954273246251095,0.0721567523135683,0.0
