Alpha,Beta,Delta,Omicron
0.0,0.0075495410200626,0.0347205145812219,0.1107920925067641
0.0075495410200626,0.0,0.0271709735611593,0.1032425514867015
0.0347205145812219,0.0271709735611593,0.0,0.0760715779255422
0.1107920925067641,0.1032425514867015,0.0760715779255422,0.0
