Alpha,Beta,Delta,Omicron
0.0,0.0210800811466758,0.082703476026531,0.1353991435201008
0.0210800811466758,0.0,0.0616233948798552,0.114319062373425
0.082703476026531,0.0616233948798552,0.0,0.0526956674935698
0.1353991435201008,0.114319062373425,0.0526956674935698,0.0
