Alpha,Beta,Delta,Omicron
0.0,0.009695272200364,0.0250309234159098,0.0993489711589285
0.009695272200364,0.0,0.0153356512155458,0.0896536989585645
0.0250309234159098,0.0153356512155458,0.0,0.0743180477430187
0.0993489711589285,0.0896536989585645,0.0743180477430187,0.0
