Alpha,Beta,Delta,Omicron
0.0,0.0041424835835518,0.012871857599910101,0.0576879492175309
0.0041424835835518,0.0,0.0087293740163583,0.0535454656339791
0.012871857599910101,0.0087293740163583,0.0,0.0448160916176208
0.0576879492175309,0.0535454656339791,0.0448160916176208,0.0
