Alpha,Beta,Delta,Omicron
0.0,0.0077907668691505,0.0354659470818363,0.1053865456174395
0.0077907668691505,0.0,0.0276751802126858,0.09759577874828901
0.0354659470818363,0.0276751802126858,0.0,0.0699205985356032
0.1053865456174395,0.09759577874828901,0.0699205985356032,0.0
