Alpha,Beta,Delta,Omicron
0.0,0.0163814665472133,0.0410048074809901,0.1118926138838856
0.0163814665472133,0.0,0.0246233409337768,0.0955111473366723
0.0410048074809901,0.0246233409337768,0.0,0.0708878064028955
0.1118926138838856,0.0955111473366723,0.0708878064028955,0.0
