Alpha,Beta,Delta,Omicron
0.0,0.0976312247421597,0.14748100734262498,0.20087136906089628
0.0976312247421597,0.0,0.0498497826004653,0.1032401443187366
0.14748100734262498,0.0498497826004653,0.0,0.0533903617182713
0.20087136906089628,0.1032401443187366,0.0533903617182713,0.0
