Alpha,Beta,Delta,Omicron
0.0,0.0097306793365481,0.034112705672003696,0.1054816139258066
0.0097306793365481,0.0,0.0243820263354556,0.0957509345892585
0.034112705672003696,0.0243820263354556,0.0,0.0713689082538029
0.1054816139258066,0.0957509345892585,0.0713689082538029,0.0
