Alpha,Beta,Delta,Omicron
0.0,0.0015986321058678,0.0088992506183507,0.058610372650701605
0.0015986321058678,0.0,0.0073006185124829,0.0570117405448338
0.0088992506183507,0.0073006185124829,0.0,0.0497111220323509
0.058610372650701605,0.0570117405448338,0.0497111220323509,0.0
