GRY,GH,GK,GRA
0.0,0.0183717573893428,0.049671172309813494,0.1224316276611116
0.0183717573893428,0.0,0.0312994149204707,0.1040598702717688
0.049671172309813494,0.0312994149204707,0.0,0.0727604553512981
0.1224316276611116,0.1040598702717688,0.0727604553512981,0.0
