Alpha,Beta,Delta,Omicron
0.0,0.0101373695118471,0.0407244248551593,0.1208527983373903
0.0101373695118471,0.0,0.0305870553433122,0.1107154288255432
0.0407244248551593,0.0305870553433122,0.0,0.080128373482231
0.1208527983373903,0.1107154288255432,0.080128373482231,0.0
