BA.1,BA.2,BA.4,BA.5
0.0,0.0724887896183894,0.0726785811346337,0.09187241829934789
0.0724887896183894,0.0,0.0001897915162443,0.019383628680958498
0.0726785811346337,0.0001897915162443,0.0,0.0191938371647142
0.09187241829934789,0.019383628680958498,0.0191938371647142,0.0
