Alpha,Beta,Delta,Omicron
0.0,0.0146679375185707,0.0543799339098361,0.0803711638922195
0.0146679375185707,0.0,0.0397119963912654,0.06570322637364881
0.0543799339098361,0.0397119963912654,0.0,0.0259912299823834
0.0803711638922195,0.06570322637364881,0.0259912299823834,0.0
