Alpha,Beta,Delta,Omicron
0.0,0.0003918230535953,0.006576898222459099,0.014587094641158099
0.0003918230535953,0.0,0.0061850751688638,0.0141952715875628
0.006576898222459099,0.0061850751688638,0.0,0.008010196418699
0.014587094641158099,0.0141952715875628,0.008010196418699,0.0
