Alpha,Beta,Delta,Omicron
0.0,0.0316348217464181,0.0746188149612199,0.1433766367673785
0.0316348217464181,0.0,0.0429839932148018,0.1117418150209604
0.0746188149612199,0.0429839932148018,0.0,0.0687578218061586
0.1433766367673785,0.1117418150209604,0.0687578218061586,0.0
