Alpha,Beta,Delta,Omicron
0.0,0.0125187492466112,0.044361981911805,0.1170890510230222
0.0125187492466112,0.0,0.0318432326651938,0.104570301776411
0.044361981911805,0.0318432326651938,0.0,0.0727270691112172
0.1170890510230222,0.104570301776411,0.0727270691112172,0.0
