GRY,GH,GK,GRA
0.0,0.0313451416602801,0.0547900144778928,0.1270629767246101
0.0313451416602801,0.0,0.0234448728176127,0.09571783506432999
0.0547900144778928,0.0234448728176127,0.0,0.0722729622467173
0.1270629767246101,0.09571783506432999,0.0722729622467173,0.0
