Alpha,Beta,Delta,Omicron
0.0,0.0274926101133333,0.048859731347955696,0.1002584247469567
0.0274926101133333,0.0,0.0213671212346224,0.0727658146336234
0.048859731347955696,0.0213671212346224,0.0,0.051398693399001
0.1002584247469567,0.0727658146336234,0.051398693399001,0.0
