GRY,GH,GK,GRA
0.0,0.0480350763740718,0.1083151462621708,0.1618011971576486
0.0480350763740718,0.0,0.060280069888099,0.11376612078357681
0.1083151462621708,0.060280069888099,0.0,0.0534860508954778
0.1618011971576486,0.11376612078357681,0.0534860508954778,0.0
