Alpha,Beta,Delta,Omicron
0.0,0.0206736107609736,0.0601623228079579,0.13359191106030188
0.0206736107609736,0.0,0.0394887120469843,0.1129183002993283
0.0601623228079579,0.0394887120469843,0.0,0.073429588252344
0.13359191106030188,0.1129183002993283,0.073429588252344,0.0
