,Clade,Slope
0,GHvsGK,0.005665624637398353
1,GHvsGR,0.0005137303457665135
2,GHvsGRA,-0.17418569731611475
3,GKvsGH,-0.005665624637398353
4,GKvsGR,-0.0046512833210435095
5,GKvsGRA,-0.029890759949386093
6,GRvsGH,-0.0005137303457665187
7,GRvsGK,0.0046512833210435095
8,GRvsGRA,-0.032174902371271116
9,GRAvsGH,0.17418569731611475
10,GRAvsGK,0.029890759949386093
11,GRAvsGR,0.03217490237127112
