,GH,GK,GR,GRA
GH,0.0,0.005665624637398353,0.0005137303457665187,0.17418569731611475
GK,0.005665624637398353,0.0,0.0046512833210435095,0.029890759949386093
GR,0.0005137303457665187,0.0046512833210435095,0.0,0.03217490237127112
GRA,0.17418569731611475,0.029890759949386093,0.03217490237127112,0.0
