,GH,GK,GR,GRA
GH,0.0,0.012441114990304319,0.012206687333238566,-0.07575267663070932
GK,-0.012441114990304319,0.0,-0.004488002633670795,-0.03032706207966157
GR,-0.012206687333238566,0.004488002633670795,0.0,-0.07902409041027311
GRA,0.07575267663070932,0.03032706207966157,0.07902409041027311,0.0
