,GH,GK,GR,GRA,GRY
GH,0.0,9.565321570588519e-05,0.005068772599734985,0.06258532025184371,0.010302487867756166
GK,9.565321570588519e-05,0.0,0.004202964444313948,0.028128125936368,0.010252579893696403
GR,0.005068772599734985,0.004202964444313948,0.0,0.03254087300788762,0.0024515455386840803
GRA,0.06258532025184371,0.028128125936368,0.03254087300788762,0.0,0.08364045688346422
GRY,0.010302487867756166,0.010252579893696403,0.0024515455386840803,0.08364045688346422,0.0
