,GH,GK,GR,GRA,GRY
GH,0.0,-0.007197060029701827,-0.021155831447667982,-0.07630277051760427,-0.014350680396438838
GK,0.007197060029701827,0.0,-0.013241194852472998,-0.01950523530070581,-0.01178027593638861
GR,0.021155831447667982,0.013241194852472998,0.0,0.000751122440786809,0.056527114955894305
GRA,0.07630277051760427,0.01950523530070581,-0.000751122440786809,0.0,0.07790342631464002
GRY,0.014350680396438838,0.01178027593638861,-0.056527114955894305,-0.07790342631464002,0.0
