,Clade,Slope
0,GHvsGK,-0.005821770724668496
1,GHvsGR,-0.020966424319010076
2,GHvsGRA,-0.10384403192373162
3,GKvsGH,0.005821770724668496
4,GKvsGR,-0.011873161468985958
5,GKvsGRA,-0.037985350389448856
6,GRvsGH,0.020966424319010076
7,GRvsGK,0.011873161468985958
8,GRvsGRA,-0.02093874358886743
9,GRAvsGH,0.10384403192373162
10,GRAvsGK,0.03798535038944888
11,GRAvsGR,0.02093874358886743
