,Clade,Slope
0,GHvsGK,0.0002998804069847856
1,GHvsGR,0.005401794915937431
2,GHvsGRA,-0.08298383921248896
3,GKvsGH,-0.0002998804069847856
4,GKvsGR,-1.6522749432827986e-05
5,GKvsGRA,-0.03459330938731379
6,GRvsGH,-0.00540179491593743
7,GRvsGK,1.6522749432827986e-05
8,GRvsGRA,-0.03330239406731657
9,GRAvsGH,0.08298383921248896
10,GRAvsGK,0.03459330938731381
11,GRAvsGR,0.03330239406731657
