,GH,GK,GR,GRA,GRY
GH,0.0,0.0026806007220945604,0.0030722169748473673,0.06847840899238018,0.02916982104093682
GK,0.0026806007220945604,0.0,0.005752817696941915,0.07227296224671731,0.02247240466947847
GR,0.0030722169748473673,0.005752817696941915,0.0,0.06722502490860685,0.04141311404405788
GRA,0.06847840899238018,0.07227296224671731,0.06722502490860685,0.0,0.11734318288446237
GRY,0.02916982104093682,0.02247240466947847,0.04141311404405788,0.11734318288446237,0.0
