,Clade,Slope
0,GHvsGK,0.012441114990304319
1,GHvsGR,0.012206687333238566
2,GHvsGRA,-0.07575267663070932
3,GKvsGH,-0.012441114990304319
4,GKvsGR,-0.004488002633670795
5,GKvsGRA,-0.03032706207966157
6,GRvsGH,-0.012206687333238566
7,GRvsGK,0.004488002633670795
8,GRvsGRA,-0.07902409041027311
9,GRAvsGH,0.07575267663070932
10,GRAvsGK,0.03032706207966157
11,GRAvsGR,0.07902409041027311
