,BA.1,BA.2,BA.3,BA.4,BA.5
BA.1,0.0,0.011874656078456851,0.0055214891058659185,0.04186434002728164,0.05386895702999356
BA.2,0.011874656078456851,0.0,0.009215609015835288,0.029989683948824803,0.04276436314563757
BA.3,0.0055214891058659185,0.009215609015835288,0.0,0.04280145108135504,0.05449355431711113
BA.4,0.04186434002728164,0.029989683948824803,0.04280145108135504,0.0,0.013623627410827777
BA.5,0.05386895702999356,0.04276436314563757,0.05449355431711113,0.013623627410827777,0.0
