,BA.1,BA.2,BA.3,BA.4,BA.5
BA.1,0.0,0.005610275616667846,0.05394422219879602,0.03502551685519947,0.04168742494256069
BA.2,0.005610275616667846,0.0,0.03241285819977879,0.029415241238531665,0.03748610858031653
BA.3,0.05394422219879602,0.03241285819977879,0.0,0.037980796942961456,0.05973477068004629
BA.4,0.03502551685519947,0.029415241238531665,0.037980796942961456,0.0,0.007265347248811155
BA.5,0.04168742494256069,0.03748610858031653,0.05973477068004629,0.007265347248811155,0.0
